1515	proceeded	54343.8
1516	flesh	54333.5
1517	advice	54172.9
1518	grand	54172.9
1519	carrying	54168.9
1520	legs	54149.2
1521	spain	54147.6
1522	post	54054.2
1523	collection	54031.3
1524	empty	54020.2
1525	rank	54009.9
1526	storm	54009.1
1527	god's	53975.9
1528	imagine	53930.8
1529	wore	53915.0
1530	duties	53904.7
1531	admitted	53846.2
1532	countries	53834.3
1533	pocket	53783.7
1534	arrival	53776.5
1535	imagination	53768.6
1536	driven	53753.6
1537	loud	53742.5
1538	sentence	53699.0
1539	lovely	53673.7
1540	extraordinary	53589.0
1541	november	53551.8
1542	december	53541.6
1543	happen	53527.3
1544	absence	53502.8
1545	breakfast	53488.6
1546	population	53423.7
1547	thank	53413.4
1548	rules	53386.5
1549	inhabitants	53168.1
1550	series	53157.9
1551	laughing	53113.6
1552	address	53096.2
1553	relief	53061.3
1554	bird	52958.5
1555	owner	52920.5
1556	impression	52901.5
1557	satisfaction	52896.8
1558	coat	52869.9
1559	prepare	52846.2
1560	relations	52841.4
1561	shape	52710.9
1562	birth	52703.0
1563	rapidly	52677.6
1564	smoke	52676.9
1565	January	52657.1
1566	mother+'s	52657.1
1567	machine	52618.3
1568	content	52615.1
1569	consideration	52606.4
1570	accompanied	52581.1
1571	regular	52519.4
1572	moving	52512.3
1573	stands	52512.3
1574	wholly	52482.2
1575	teeth	52449.0
1576	busy	52407.1
1577	treated	52378.6
1578	burning	52322.4
1579	shame	52312.9
1580	quality	52292.4
1581	bay	52212.5
1582	discover	52201.4
1583	inside	52123.1
1584	brain	52105.7
1585	soil	52100.9
1586	completely	52050.3
1587	message	52049.5
1588	ring	52000.4
1589	resolved	51981.4
1590	calling	51950.6
1591	phrase	51940.3
1592	acts	51907.1
1593	mention	51888.9
1594	square	51832.7
1595	pair	51818.5
1596	won	51798.7
1597	title	51777.3
1598	understanding	51713.3
1599	Sunday	51687.9
1600	fruit	51674.5
1601	mad	51668.9
1602	forces	51593.8
1603	included	51591.4
1604	tea	51547.1
1605	rocks	51540.0
1606	nearer	51456.1
1607	slaves	51427.7
1608	falling	51396.0
1609	absolutely	51394.4
1610	slow	51380.2
1611	bearing	51315.3
1612	mercy	51306.6
1613	larger	51297.9
1614	explain	51285.2
1615	contain	51210.9
1616	grief	51205.3
1617	soldier	51200.6
1618	wasn't	51135.7
1619	countenance	51077.2
1620	previous	51055.8
1621	explanation	51050.3
1622	welcome	51009.1
1623	proposed	51006.8
1624	prayer	50987.8
1625	stars	50977.5
1626	germany	50905.5
1627	belief	50725.9
1628	informed	50691.1
1629	moments	50676.1
1630	poetry	50673.7
1631	constant	50650.8
1632	buy	50619.9
1633	final	50604.9
1634	faithful	50587.5
1635	ride	50551.9
1636	policy	50464.8
1637	supper	50460.9
1638	drawing	50447.4
1639	excitement	50435.6
1640	dying	50335.1
1641	demand	50257.6
1642	fighting	50245.7
1643	fields	50201.4
1644	drove	50184.8
1645	upper	50168.2
1646	sum	50041.6
1647	philip	49999.7
1648	motion	49955.4
1649	assistance	49929.2
1650	forty	49903.1
1651	april	49899.2
1652	stones	49887.3
1653	edward	49840.6
1654	fees	49820.1
1655	kindly	49809.8
1656	dignity	49803.5
1657	catch	49718.8
1658	october	49715.6
1659	seated	49654.7
1660	knees	49642.1
1661	amongst	49628.6
1662	current	49580.4
1663	sending	49578.8
1664	parties	49574.0
1665	objects	49571.7
1666	gained	49550.3
1667	bitter	49544.8
1668	possibly	49520.2
1669	slave	49489.4
1670	separate	49480.7
1671	loose	49427.7
1672	text	49423.7
1673	receiving	49391.3
1674	worst	49369.1
1675	sold	49339.1
1676	don	49305.0
1677	credit	49262.3
1678	chosen	49225.9
1679	hoped	49174.5
1680	printed	49171.3
1681	terror	49161.1
1682	features	49124.7
1683	fond	49101.7
1684	control	49074.0
1685	capable	49070.1
1686	fifteen	49002.8
1687	doesn't	48968.0
1688	firm	48962.5
1689	superior	48948.2
1690	cruel	48839.1
1691	spiritual	48809.8
1692	harry	48809.0
1693	splendid	48752.0
1694	proof	48702.2
1695	pressed	48635.7
1696	sooner	48619.1
1697	join	48614.4
1698	process	48561.4
1699	crime	48528.9
1700	dust	48502.8
1701	instantly	48494.9
1702	lands	48475.9
1703	relation	48472.8
1704	doors	48413.4
1705	concerned	48411.1
1706	deeply	48404.7
1707	practical	48402.4
1708	colour	48371.5
1709	sing	48331.2
1710	destroy	48261.5
1711	anger	48238.6
1712	distributing	48223.6
1713	results	48202.2
1714	increase	48197.5
1715	reasons	48062.2
1716	nose	48059.8
1717	friendly	48021.0
1718	entrance	47983.8
1719	rooms	47962.5
1720	admit	47956.2
1721	supply	47924.5
1722	clean	47921.3
1723	useful	47849.4
1724	yesterday	47824.0
1725	delicate	47818.5
1726	fail	47778.1
1727	continue	47737.8
1728	remove	47699.0
1729	addressed	47673.7
1730	choice	47671.3
1731	huge	47619.9
1732	needs	47619.1
1733	wear	47608.8
1734	blind	47599.4
1735	unable	47589.1
1736	cover	47574.0
1737	double	47550.3
1738	victory	47530.5
1739	dozen	47519.4
1740	constantly	47490.2
1741	level	47487.8
1742	india	47392.1
1743	release	47389.7
1744	rough	47332.7
1745	ended	47325.6
1746	shows	47324.0
1747	fly	47316.9
1748	praise	47267.9
1749	devil	47254.4
1750	ahead	47194.3
1751	smith	47190.3
1752	connected	47128.6
1753	degrees	47110.4
1754	gain	47094.6
1755	addition	47084.3
1756	committed	47063.0
1757	chamber	47055.8
1758	notes	47051.9
1759	italian	47021.8
1760	gradually	46902.4
1761	acquaintance	46877.8
1762	bought	46854.1
1763	souls	46847.0
1764	mission	46837.5
1765	sacrifice	46810.6
1766	cities	46797.1
1767	mistake	46768.7
1768	exercise	46752.0
1769	conscience	46747.3
1770	based	46717.2
1771	car	46691.1
1772	buried	46646.8
1773	theory	46621.5
1774	commanded	46561.4
1775	nobody	46560.6
1776	minister	46464.9
1777	closely	46446.7
1778	energy	46407.9
1779	dick	46399.2
1780	bare	46386.5
1781	fought	46382.6
1782	partly	46369.9
1783	mistress	46298.7
1784	hate	46287.7
1785	arose	46271.0
1786	playing	46253.6
1787	color	46252.1
1788	lake	46240.2
1789	safety	46193.5
1790	provisions	46145.2
1791	description	46112.0
1792	asleep	46108.9
1793	centre	46093.8
1794	faint	46085.1
1795	thinks	46053.5
1796	parents	46044.8
1797	escaped	46024.2
1798	careful	45995.7
1799	enjoy	45987.8
1800	drop	45918.2
1801	brilliant	45799.5
1802	brief	45788.4
1803	bringing	45758.4
1804	worship	45744.1
1805	goods	45735.4
1806	tale	45733.1
1807	skin	45696.7
1808	roof	45695.9
1809	grey	45689.6
1810	highly	45680.1
1811	crown	45638.1
1812	castle	45581.2
1813	excited	45567.7
1814	throne	45558.2
1815	stated	45524.2
1816	despair	45463.3
1817	ease	45457.8
1818	attached	45447.5
1819	total	45438.8
1820	kindness	45424.5
1821	mile	45375.5
1822	citizens	45309.8
1823	circle	45281.3
1824	dull	45281.3
1825	extreme	45269.5
1826	clouds	45264.7
1827	figures	45251.3
1828	intention	45248.1
1829	prison	45241.0
1830	term	45215.7
1831	assured	45181.6
1832	hidden	45123.9
1833	thoroughly	45123.1
1834	cup	45107.3
1835	member	45100.2
1836	civil	44958.5
1837	apply	44943.5
1838	labor	44925.3
1839	everywhere	44877.1
1840	intelligence	44856.5
1841	strike	44825.6
1842	fairly	44822.5
1843	comply	44817.7
1844	fellows	44813.0
1845	haven't	44742.6
1846	event	44675.3
1847	gently	44659.5
1848	connection	44629.4
1849	protection	44625.5
1850	conscious	44568.5
1851	edition	44551.1
1852	directed	44487.0
1853	pulled	44473.6
1854	flight	44454.6
1855	evident	44453.8
1856	surrounded	44441.1
1857	wishes	44411.9
1858	yards	44411.9
1859	voices	44401.6
1860	weary	44397.6
1861	couple	44368.4
1862	variety	44354.1
1863	whilst	44316.1
1864	volume	44293.2
1865	details	44279.0
1866	older	44260.0
1867	requirements	44256.0
1868	custom	44253.6
1869	apart	44248.1
1870	bow	44208.5
1871	awful	44175.3
1872	everybody	44135.8
1873	labour	44127.9
1874	asking	44097.8
1875	lover	44066.9
1876	showing	44052.7
1877	introduced	44021.8
1878	suit	43998.9
1879	becoming	43985.4
1880	composed	43982.3
1881	plans	43978.3
1882	rendered	43966.5
1883	pictures	43960.1
1884	lest	43949.8
1885	volunteers	43949.8
1886	singing	43942.7
1887	eager	43919.0
1888	precious	43892.9
1889	paused	43885.0
1890	require	43847.0
1891	meat	43838.3
1892	whenever	43837.5
1893	milk	43784.5
1894	dogs	43682.4
1895	successful	43611.2
1896	plants	43609.7
1897	vision	43605.7
1898	rare	43603.3
1899	granted	43561.4
1900	raise	43533.7
1901	egypt	43529.8
1902	manners	43503.6
1903	cousin	43494.9
1904	you've	43454.6
1905	development	43431.7
1906	arthur	43405.5
1907	obs	43402.4
1908	cool	43305.1
1909	trial	43233.9
1910	learning	43177.7
1911	approached	43176.9
1912	bridge	43143.7
1913	abroad	43081.2
1914	devoted	43071.7
1915	paying	43055.9
1916	literary	43044.0
1917	writer	42938.0
1918	fn	42935.6
1919	israel	42903.2
1920	disappeared	42899.2
1921	interrupted	42888.9
1922	stock	42862.8
1923	readers	42829.6
1924	dreadful	42801.9
1925	female	42767.9
1926	protect	42699.1
1927	accustomed	42696.7
1928	virginia	42695.1
1929	type	42657.9
1930	recognized	42656.3
1931	salt	42649.2
1932	destroyed	42641.3
1933	signs	42635.0
1934	innocent	42613.6
1935	temper	42601.8
1936	plenty	42597.0
1937	pope	42596.2
1938	avoid	42559.0
1939	hurried	42480.7
1940	represented	42461.7
1941	favor	42434.8
1942	mental	42347.0
1943	attitude	42329.6
1944	returning	42271.9
1945	admiration	42255.2
1946	brothers	42245.0
1947	anxiety	42233.9
1948	queen	42223.6
1949	teach	42216.5
1950	count	42207.8
1951	curiosity	42203.8
1952	solemn	42188.8
1953	causes	42152.4
1954	vessels	42102.5
1955	compelled	42082.0
1956	dance	42075.7
1957	hotel	42072.5
1958	wicked	42017.9
1959	fled	41992.6
1960	kissed	41987.0
1961	guns	41921.4
1962	fill	41911.9
1963	visible	41884.2
1964	younger	41825.7
1965	guide	41750.5
1966	earnest	41745.7
1967	actual	41729.1
1968	companions	41728.3
1969	prisoner	41725.2
1970	miserable	41704.6
1971	lad	41692.0
1972	harm	41617.6
1973	views	41499.7
1974	irish	41490.2
1975	utterly	41479.9
1976	ends	41431.7
1977	shop	41349.4
1978	stairs	41339.1
1979	pardon	41335.1
1980	gay	41319.3
1981	beg	41312.2
1982	seldom	41303.5
1983	kinds	41287.7
1984	record	41281.4
1985	fat	41278.2
1986	sand	41232.3
1987	violent	41203.8
1988	branches	41195.1
1989	inquired	41185.6
1990	iv	41152.4
1991	september	41145.3
1992	worn	41117.6
1993	ireland	41105.7
1994	flat	41104.1
1995	departure	41101.0
1996	delivered	41099.4
1997	gift	41080.4
1998	ruin	41073.3
1999	skill	41029.8
2000	cattle	40983.1
